,id_str,id,created_at,text,text_cleaned,hashtags,retweet_count,sentiment,positive_sentiment,negative_sentiment,created_year,created_month,created_day,created_at_int,date
14,1165499459259772928,1,2019-08-25 05:41:39,"Before I arrived in France, the Fake and Disgusting News was saying that relations with the 6 others countries in t… https://t.co/i2zmu1EZrK",-PRON- arrive france fake disgusting news say relation country httpstcoizmuezrk,[],19547,-0.75,0,1,2019,8,25,1566711699000000000,1566691200000.0
15,1165400505222389766,1,2019-08-24 23:08:27,The Media is destroying the Free Press! Mark Levin. So True!,medium destroy free press mark levin true,[],17888,0.18333333333333335,0,0,2019,8,24,1566688107000000000,1566604800000.0
16,1165396581836840961,1,2019-08-24 22:52:51,Thank you both. Sooo nice! https://t.co/Fo2CLjc9YZ,thank sooo nice httpstcofocljcyz,[],18005,0.6,1,0,2019,8,24,1566687171000000000,1566604800000.0
17,1165396410021437442,1,2019-08-24 22:52:10,France and President @EmmanuelMacron have done a really great job thus far with a very important G-7. Lunch with Em… https://t.co/j0pQVX6SXA,france president emmanuelmacron really great job thus far important lunch em httpstcojpqvxsxa,[],11119,0.43333333333333335,1,0,2019,8,24,1566687130000000000,1566604800000.0
18,1165395708595331077,1,2019-08-24 22:49:23,Our great Economy is the talk of everyone!,-PRON- great economy talk everyone,[],14650,0.8,1,0,2019,8,24,1566686963000000000,1566604800000.0
19,1165286432308695040,1,2019-08-24 15:35:10,North Carolina Governor Cooper Vetoed a Bill that would have required Sheriffs to cooperate with Ice. This is a ter… https://t.co/mskDzZ8zOV,north carolina governor cooper vetoed bill would require sheriff cooperate ice ter httpstcomskdzzzov,[],19992,0.0,0,0,2019,8,24,1566660910000000000,1566604800000.0
20,1165283849447845888,1,2019-08-24 15:24:54,"Looking forward to helping New York City and Governor @andrewcuomo complete the long anticipated, and partially bui… https://t.co/OV2cERMJqt",look forward help new york city governor andrewcuomo complete long anticipate partially bui httpstcoovcermjqt,[],9381,0.021590909090909084,0,0,2019,8,24,1566660294000000000,1566604800000.0
21,1165283265424629760,1,2019-08-24 15:22:35,Just had lunch with French President @EmmanuelMacron. Many good things are happening for both of our countries. Big… https://t.co/e8VUtgT3Ah,lunch french president emmanuelmacron many good thing happen country big httpstcoevutgtah,[],10724,0.3,1,0,2019,8,24,1566660155000000000,1566604800000.0
22,1165281416206266368,1,2019-08-24 15:15:14,"“Face It, You Probably Got A Tax Cut!” This was a New York Times headline, and it is very true. If Republicans take… https://t.co/6G3RfADYvB",face -PRON- -PRON- probably got tax cut new york time headline true republican take httpstcogrfadyvb,[],21111,0.24318181818181817,1,0,2019,8,24,1566659714000000000,1566604800000.0
23,1165277727123025920,1,2019-08-24 15:00:34,....having fun. I was smiling as I looked up and around. The MANY reporters with me were smiling also. They knew th… https://t.co/pdruQtRWwm,fun -PRON- smile -PRON- look around many reporter smile also -PRON- know th httpstcopdruqtrwwm,[],20265,0.35000000000000003,1,0,2019,8,24,1566658834000000000,1566604800000.0
24,1165277725541765120,1,2019-08-24 15:00:34,"When I looked up to the sky and jokingly said “I am the chosen one,” at a press conference two days ago, referring… https://t.co/pDmm3ULisy",-PRON- look sky jokingly say -PRON- choose one press conference two day ago refer httpstcopdmmulisy,[],25506,0.0,0,0,2019,8,24,1566658834000000000,1566604800000.0
25,1165111122510237696,1,2019-08-24 03:58:32,"For all of the Fake News Reporters that don’t have a clue as to what the law is relative to Presidential powers, Ch… https://t.co/pdIWsorYfC",fake news reporter clue law relative presidential power ch httpstcopdiwsoryfc,[],22962,-0.25,0,1,2019,8,24,1566619112000000000,1566604800000.0
26,1165074050273677312,1,2019-08-24 01:31:14,Such a sad and pathetic fall for @CNN and Jeff Z! https://t.co/vrivSUlDi3,sad pathetic fall cnn jeff httpstcovrivsuldi,[],14790,-0.75,0,1,2019,8,24,1566610274000000000,1566604800000.0
27,1165071131608571904,1,2019-08-24 01:19:38,"Other good polls also in fifties, despite only Fake News, and then phony polls by A.P., CNN, NBC and, as always, Fo… https://t.co/SOLIpSYfSE",good poll also fifty despite fake news phony poll ap cnn nbc always fo httpstcosolipsyfse,[],11710,0.09999999999999998,0,0,2019,8,24,1566609578000000000,1566604800000.0
28,1165068843443720193,1,2019-08-24 01:10:32,Disgraceful! https://t.co/G4q9Uh1aMc,disgraceful httpstcogquhamc,[],12045,0.0,0,0,2019,8,24,1566609032000000000,1566604800000.0
29,1165067836131336193,1,2019-08-24 01:06:32,Thank you Ivanka. Really Amazing! https://t.co/97DAfBsdHu,thank ivanka really amazing httpstcodafbsdhu,[],10154,0.6000000000000001,1,0,2019,8,24,1566608792000000000,1566604800000.0
30,1165067335604023296,1,2019-08-24 01:04:33,Looking forward to being with great leaders in France! Leaving soon. https://t.co/hUd66sKFU2,look forward great leader france leave soon httpstcohudskfu,[],8429,0.8,1,0,2019,8,24,1566608673000000000,1566604800000.0
31,1165066714700230656,1,2019-08-24 01:02:05,Highest Condolences! Thank you V.P. https://t.co/abydDSlDBw,highest condolence thank vp httpstcoabyddsldbw,[],12389,0.0,0,0,2019,8,24,1566608525000000000,1566604800000.0
32,1165065918470414337,1,2019-08-24 00:58:55,Great going Harris! https://t.co/KuHQC4F1sz,great go harris httpstcokuhqcfsz,[],6149,0.8,1,0,2019,8,24,1566608335000000000,1566604800000.0
33,1165064733785034754,1,2019-08-24 00:54:13,Great! He said MAGA country did it. So terrible! https://t.co/Vw1xQBZjzN,great -PRON- say maga country terrible httpstcovwxqbzjzn,[],9911,-0.09999999999999998,0,0,2019,8,24,1566608053000000000,1566604800000.0
34,1165062760415354881,1,2019-08-24 00:46:22,"Thank you to @DiamondandSilk for the really nice words and thoughts on @LouDobbs, tonight hosted by Lou’s friend,… https://t.co/lJJFS8Zorm",thank diamondandsilk really nice word thought loudobbs tonight host lou friend httpstcoljjfszorm,[],10153,0.6,1,0,2019,8,24,1566607582000000000,1566604800000.0
35,1165022004392681472,1,2019-08-23 22:04:25,Just spoke with President @JairBolsonaro of Brazil. Our future Trade prospects are very exciting and our relationsh… https://t.co/TkVyhghlaJ,speak president jairbolsonaro brazil -PRON- future trade prospect exciting relationsh httpstcotkvyhghlaj,[],37109,0.15,0,0,2019,8,23,1566597865000000000,1566518400000.0
36,1165005930733473793,1,2019-08-23 21:00:33,"...Additionally, the remaining 300 BILLION DOLLARS of goods and products from China, that was being taxed from Sept… https://t.co/m9cSIcFe2i",additionally remain billion dollar good product china tax sept httpstcomcsicfei,[],16790,0.7,1,0,2019,8,23,1566594033000000000,1566518400000.0
37,1165005929831702529,1,2019-08-23 21:00:33,...unfair Trading Relationship. China should not have put new Tariffs on 75 BILLION DOLLARS of United States produc… https://t.co/KGK8KjkzZX,unfair trading relationship china put new tariff billion dollar united state produc httpstcokgkkjkzzx,[],15295,-0.18181818181818182,0,0,2019,8,23,1566594033000000000,1566518400000.0
38,1165005928996986881,1,2019-08-23 21:00:32,"....Sadly, past Administrations have allowed China to get so far ahead of Fair and Balanced Trade that it has becom… https://t.co/8jsasvADHP",sadly past administration allow china get far ahead fair balanced trade becom httpstcojsasvadhp,[],7678,0.18333333333333332,0,0,2019,8,23,1566594032000000000,1566518400000.0
39,1165005927864512512,1,2019-08-23 21:00:32,"For many years China (and many other countries) has been taking advantage of the United States on Trade, Intellectu… https://t.co/KscBoD4tNm",many year china many country take advantage united state trade intellectu httpstcokscbodtnm,[],20675,0.5,1,0,2019,8,23,1566594032000000000,1566518400000.0
40,1164975929598316544,1,2019-08-23 19:01:20,"The Dow is down 573 points perhaps on the news that Representative Seth Moulton, whoever that may be, has dropped o… https://t.co/j3NWi1lbI5",dow point perhaps news representative seth moulton whoever may drop httpstcojnwilbi,[],15638,0.0,0,0,2019,8,23,1566586880000000000,1566518400000.0
41,1164914963766546435,1,2019-08-23 14:59:05,"....all deliveries of Fentanyl from China (or anywhere else!). Fentanyl kills 100,000 Americans a year. President X… https://t.co/rpcj6rtQ7i",delivery fentanyl china anywhere else fentanyl kill american year president httpstcorpcjrtqi,[],21529,0.0,0,0,2019,8,23,1566572345000000000,1566518400000.0
42,1164914962529247232,1,2019-08-23 14:59:04,....your companies HOME and making your products in the USA. I will be responding to China’s Tariffs this afternoon… https://t.co/lg5Do7z58x,company home make product usa -PRON- respond china tariff afternoon httpstcolgdozx,[],19048,0.0,0,0,2019,8,23,1566572344000000000,1566518400000.0
43,1164914960046133249,1,2019-08-23 14:59:04,"....better off without them. The vast amounts of money made and stolen by China from the United States, year after… https://t.co/EOQAANyDYQ",good without vast amount money make steal china united state year httpstcoeoqaanydyq,[],14602,0.35,1,0,2019,8,23,1566572344000000000,1566518400000.0
44,1164914959131848705,1,2019-08-23 14:59:03,"Our Country has lost, stupidly, Trillions of Dollars with China over many years. They have stolen our Intellectual… https://t.co/poBcYLSMOj",-PRON- country lose stupidly trillion dollar china many year -PRON- steal intellectual httpstcopobcylsmoj,[],34343,1.850371707708594e-17,0,0,2019,8,23,1566572343000000000,1566518400000.0
45,1164914610836783104,1,2019-08-23 14:57:40,"....My only question is, who is our bigger enemy, Jay Powell or Chairman Xi?",-PRON- question big enemy jay powell chairman xi,[],13759,0.0,0,0,2019,8,23,1566572260000000000,1566518400000.0
46,1164914609180033026,1,2019-08-23 14:57:40,"As usual, the Fed did NOTHING! It is incredible that they can “speak” without knowing or asking what I am doing, wh… https://t.co/6Duw7CUoPG",usual fed nothing -PRON- incredible speak without know ask -PRON- wh httpstcoduwcuopg,[],15994,0.325,1,0,2019,8,23,1566572260000000000,1566518400000.0
47,1164885387862519808,1,2019-08-23 13:01:33,Now the Fed can show their stuff!,fed show stuff,[],13428,0.0,0,0,2019,8,23,1566565293000000000,1566518400000.0
48,1164862120447664128,1,2019-08-23 11:29:06,This despite the Fake News and Polls! https://t.co/DksmF8hTr7,despite fake news poll httpstcodksmfhtr,[],15993,-0.5,0,1,2019,8,23,1566559746000000000,1566518400000.0
49,1164861053433499648,1,2019-08-23 11:24:51,"..willing to lose their wealth, or a big part of it, just for the possibility of winning the Election. But it won’t… https://t.co/7FLVHnI6ro",willing lose wealth big part possibility win election httpstcoflvhniro,[],16439,0.35000000000000003,1,0,2019,8,23,1566559491000000000,1566518400000.0
50,1164861052611420160,1,2019-08-23 11:24:51,"The Economy is strong and good, whereas the rest of the world is not doing so well. Despite this the Fake News Medi… https://t.co/zUl4NA9IkC",economy strong good whereas rest world well despite fake news medi httpstcozulnaikc,[],17953,0.2111111111111111,1,0,2019,8,23,1566559491000000000,1566518400000.0
51,1164852076930879493,1,2019-08-23 10:49:11,94% Approval Rating within the  Republican Party. Thank you!,approval rating within republican party thank,[],22494,0.0,0,0,2019,8,23,1566557351000000000,1566518400000.0
52,1164745545736474624,1,2019-08-23 03:45:52,Happy birthday James! https://t.co/nx5yo7ajTt,happy birthday james httpstconxyoajtt,[],5603,0.8,1,0,2019,8,23,1566531952000000000,1566518400000.0
53,1164744428680097792,1,2019-08-23 03:41:26,.@SenCoryGardner has done a fantastic job representing the people of Colorado. He really knows how to win. Strong o… https://t.co/WEcy5ZQOqz,sencorygardner fantastic job represent people colorado -PRON- really know win strong httpstcowecyzqoqz,[],7349,0.45833333333333337,1,0,2019,8,23,1566531686000000000,1566518400000.0
54,1164688091392684033,1,2019-08-22 23:57:34,Congratulations to the GREAT Bob Cousy! https://t.co/nNF26OQL6i,congratulation great bob cousy httpstconnfoqli,[],9526,0.8,1,0,2019,8,22,1566518254000000000,1566432000000.0
55,1164684313713172491,1,2019-08-22 23:42:33,"Looking forward to soon being in North Carolina to hold a big rally for wonderful Dan Bishop, who is running for Co… https://t.co/FYuQ9CIl7G",look forward soon north carolina hold big rally wonderful dan bishop run co httpstcofyuqcilg,[],12512,0.5,1,0,2019,8,22,1566517353000000000,1566432000000.0
56,1164683759196823553,1,2019-08-22 23:40:21,"Check out a FANTASTIC new book, “STILL WINNING – Why America Went All In On Donald Trump-And Why We Must Do It Agai… https://t.co/O7cdWiLlj9",check fantastic new book still win america go donald trumpand -PRON- must -PRON- agai httpstcoocdwillj,[],10205,0.4454545454545455,1,0,2019,8,22,1566517221000000000,1566432000000.0
57,1164681626934304769,1,2019-08-22 23:31:53,...I am hopeful Congress will engage with my Team to pass meaningful legislation that will make a real difference a… https://t.co/qae8F9Lgzk,-PRON- hopeful congress engage team pass meaningful legislation make real difference httpstcoqaeflgzk,[],10072,0.35,1,0,2019,8,22,1566516713000000000,1566432000000.0
58,1164681625613021184,1,2019-08-22 23:31:52,Just concluded a very good meeting on preventing Mass Shootings. Talks are ongoing w/ both Republicans &amp; Democrats.… https://t.co/wlrWfZNKZo,conclude good meeting prevent mass shooting talk ongoing republican amp democrat httpstcowlrwfznkzo,[],14018,0.7,1,0,2019,8,22,1566516712000000000,1566432000000.0
59,1164675742984224768,1,2019-08-22 23:08:30,Just heard that Sean Spicer will be on “Dancing with the Stars.” He will do great. A terrific person who loves our Country dearly!,hear spicer dancing star -PRON- great terrific person love country dearly,[],11748,0.43333333333333335,1,0,2019,8,22,1566515310000000000,1566432000000.0
60,1164543211660042241,1,2019-08-22 14:21:52,The Economy is doing really well. The Federal Reserve can easily make it Record Setting! The question is being aske… https://t.co/2byVastHVr,economy really well federal reserve easily make record set question aske httpstcobyvasthvr,[],19401,0.31666666666666665,1,0,2019,8,22,1566483712000000000,1566432000000.0
61,1164520903725723648,1,2019-08-22 12:53:13,Germany sells 30 year bonds offering negative yields. Germany competes with the USA. Our Federal Reserve does not a… https://t.co/xOi1DGGQQm,germany sell year bond offer negative yield germany compete usa -PRON- federal reserve httpstcoxoidggqqm,[],18073,-0.3,0,1,2019,8,22,1566478393000000000,1566432000000.0
62,1164355225903403008,1,2019-08-22 01:54:53,Thank you @RealWayneRoot! https://t.co/CqjtFbnMVY,thank realwayneroot httpstcocqjtfbnmvy,[],12729,0.0,0,0,2019,8,22,1566438893000000000,1566432000000.0
63,1164331482397204481,1,2019-08-22 00:20:32,It was my honor to sign a Presidential Memorandum facilitating the cancellation of student loan debt for 25K of our… https://t.co/1nadOpO1LW,-PRON- honor sign presidential memorandum facilitate cancellation student loan debt -PRON- httpstconadopolw,[],29802,0.0,0,0,2019,8,22,1566433232000000000,1566432000000.0
64,1164324192965353472,1,2019-08-21 23:51:34,Great! @LouDobbs interviewed on @seanhannity tonight at 9:00 P.M.  @FoxNews,great loudobbs interview seanhannity tonight pm foxnew,[],6800,0.8,1,0,2019,8,21,1566431494000000000,1566345600000.0
65,1164311597587685376,1,2019-08-21 23:01:31,"....that when this Administration’s alternative is no longer available, California will squeeze them to a point of… https://t.co/GD6aA8jNc4",administration alternative longer available california squeeze point httpstcogdaajnc,[],13427,0.4,1,0,2019,8,21,1566428491000000000,1566345600000.0
66,1164311594081247233,1,2019-08-21 23:01:30,Henry Ford would be very disappointed if he saw his modern-day descendants wanting to build a much more expensive c… https://t.co/DImLvxCfqE,henry ford would disappointed see modernday descendant want build much expensive httpstcodimlvxcfqe,[],16995,-0.625,0,1,2019,8,21,1566428490000000000,1566345600000.0
67,1164308814759260161,1,2019-08-21 22:50:27,"The Legendary Henry Ford and Alfred P. Sloan, the Founders of Ford Motor Company and General Motors, are “rolling o… https://t.co/ljMjHaZre3",legendary henry ford alfred sloan founder ford motor company general motor roll httpstcoljmjhazre,[],13638,0.525,1,0,2019,8,21,1566427827000000000,1566345600000.0
68,1164291681685872640,1,2019-08-21 21:42:23,"“Tax cuts, deregulation, and an Administration dedicated to growing business have allowed the U.S. economy to flour… https://t.co/CPBh2z8rbF",tax cut deregulation administration dedicate grow business allow us economy flour httpstcocpbhzrbf,[],13757,0.0,0,0,2019,8,21,1566423743000000000,1566345600000.0
69,1164231651351617536,1,2019-08-21 17:43:50,".@NATO, very unfair to the United States! https://t.co/YIgmTkpScU",nato unfair united state httpstcoyigmtkpscu,[],14386,-0.5,0,1,2019,8,21,1566409430000000000,1566345600000.0
70,1164228810310426624,1,2019-08-21 17:32:33,"....Because of me, these countries have agreed to pay ONE HUNDRED BILLION DOLLARS more - but still way short of wha… https://t.co/X3P8flL7fc",country agree pay one hundred billion dollar still way short wha httpstcoxpfllfc,[],16266,0.0,0,0,2019,8,21,1566408753000000000,1566345600000.0
71,1164228805562552326,1,2019-08-21 17:32:32,"For the record, Denmark is only at 1.35% of GDP for NATO spending. They are a wealthy country and should be at 2%.… https://t.co/lVx1c9JmOP",record denmark gdp nato spend -PRON- wealthy country httpstcolvxcjmop,[],19834,0.5,1,0,2019,8,21,1566408752000000000,1566345600000.0
72,1164215468321910784,1,2019-08-21 16:39:32,On my way to the Great Commonwealth of Kentucky to deliver remarks at the @AMVETSHQ 75th Annual National Convention… https://t.co/JEcA6uRsax,way great commonwealth kentucky deliver remark amvetshq th annual national convention httpstcojecaursax,[],9462,0.8,1,0,2019,8,21,1566405572000000000,1566345600000.0
73,1164174364994080768,1,2019-08-21 13:56:12,....WHERE IS THE FEDERAL RESERVE?,federal reserve,[],17317,0.0,0,0,2019,8,21,1566395772000000000,1566345600000.0
74,1164174364213952512,1,2019-08-21 13:56:12,"So Germany is paying Zero interest and is actually being paid to borrow money, while the U.S., a far stronger and m… https://t.co/Ezrpvcm4R3",germany pay zero interest actually pay borrow money us far strong httpstcoezrpvcmr,[],21534,0.17777777777777778,0,0,2019,8,21,1566395772000000000,1566345600000.0
75,1164169890917433346,1,2019-08-21 13:38:25,My proposal to the politically correct Automobile Companies would lower the average price of a car to consumers by… https://t.co/WIUy5xauO7,-PRON- proposal politically correct automobile company would low average price car consumer httpstcowiuyxauo,[],16760,-0.049999999999999996,0,0,2019,8,21,1566394705000000000,1566345600000.0
76,1164158322058158080,1,2019-08-21 12:52:27,".....We are competing with many countries that have a far lower interest rate, and we should be lower than them. Ye… https://t.co/oy1nXArbKw",-PRON- compete many country far low interest rate low ye httpstcooynxarbkw,[],12911,0.15,0,0,2019,8,21,1566391947000000000,1566345600000.0
77,1164158321265451008,1,2019-08-21 12:52:27,Doing great with China and other Trade Deals. The only problem we have is Jay Powell and the Fed. He’s like a golfe… https://t.co/CMWhZqhAWb,great china trade deal problem jay powell fed -PRON- like golfe httpstcocmwhzqhawb,[],14969,0.8,1,0,2019,8,21,1566391947000000000,1566345600000.0
78,1164153329196384256,1,2019-08-21 12:32:37,"The Fake News LameStream Media is doing everything possible the “create” a U.S. recession, even though the numbers… https://t.co/M53XRLI9Bx",fake news lamestream medium everything possible create us recession even though number httpstcomxrlibx,[],17655,-0.25,0,1,2019,8,21,1566390757000000000,1566345600000.0
79,1164152334689157120,1,2019-08-21 12:28:40,“The speed bump has been missteps by the Federal Reserve.” @cvpayne  @foxandfriends  So true!,speed bump misstep federal reserve cvpayne foxandfriend true,[],9407,0.35,1,0,2019,8,21,1566390520000000000,1566345600000.0
80,1164143118565937152,1,2019-08-21 11:52:02,Rep Tlaib wants to cut off aid to Israel. This is the new face the of Democrat Party? Read the AOC PLUS 3 statement… https://t.co/Ga1qfJPNnD,rep tlaib want cut aid israel new face democrat party read aoc plu statement httpstcogaqfjpnnd,[],18028,0.13636363636363635,0,0,2019,8,21,1566388322000000000,1566345600000.0
81,1164141252125843456,1,2019-08-21 11:44:37,"Brandon Judd, President, National Border Patrol Council. “This will effectively end Catch and Release and curb illegal entries.”",brandon judd president national border patrol council effectively end catch release curb illegal entry,[],11516,0.04999999999999999,0,0,2019,8,21,1566387877000000000,1566345600000.0
82,1164138797220671488,1,2019-08-21 11:34:52,".....all Jews, Blacks, Gays, everyone. And importantly, he’s good for everyone in America who wants a job.” Wow!… https://t.co/jYKJfqmCdo",jew black gay everyone importantly good everyone america want job wow httpstcojykjfqmcdo,[],13865,0.2625,1,0,2019,8,21,1566387292000000000,1566345600000.0
83,1164138796205654016,1,2019-08-21 11:34:52,....like he’s the King of Israel. They love him like he is the second coming of God...But American Jews don’t know… https://t.co/6s0DSsIzA0,like king israel -PRON- love like second come godbut american jew know httpstcosdssiza,[],13324,0.16666666666666666,0,0,2019,8,21,1566387292000000000,1566345600000.0
84,1164138795475881986,1,2019-08-21 11:34:52,“Thank you to Wayne Allyn Root for the very nice words. “President Trump is the greatest President for Jews and for… https://t.co/2D8VVvh6jM,thank wayne allyn root nice word president trump great president jew httpstcodvvvhjm,[],20675,0.7,1,0,2019,8,21,1566387292000000000,1566345600000.0
85,1163961884225277954,1,2019-08-20 23:51:53,....The Prime Minister was able to save a great deal of expense and effort for both the United States and Denmark b… https://t.co/kG39jlNg1P,prime minister able save great deal expense effort united state denmark httpstcokgjlngp,[],16006,0.65,1,0,2019,8,20,1566345113000000000,1566259200000.0
86,1163961882945970176,1,2019-08-20 23:51:52,"Denmark is a very special country with incredible people, but based on Prime Minister Mette Frederiksen’s comments,… https://t.co/ygje5jnRIa",denmark special country incredible people base prime minister mette frederiksen comment httpstcoygjejnria,[],22961,0.15238095238095237,0,0,2019,8,20,1566345112000000000,1566259200000.0
87,1163903704048840704,1,2019-08-20 20:00:41,"CONGRATULATIONS @EricTrump and @LaraLeaTrump, on the birth of Carolina Dorothy Trump. So proud! https://t.co/eSIrFz0zmR",congratulation erictrump laraleatrump birth carolina dorothy trump proud httpstcoesirfzzmr,[],17598,0.8,1,0,2019,8,20,1566331241000000000,1566259200000.0
88,1163876817029271552,1,2019-08-20 18:13:51,https://t.co/WyGbgUGEhJ,httpstcowygbgugehj,[],15950,0.0,0,0,2019,8,20,1566324831000000000,1566259200000.0
89,1163838736213393408,1,2019-08-20 15:42:32,"Sorry, I don’t buy Rep. Tlaib’s tears. I have watched her violence, craziness and, most importantly, WORDS, for far… https://t.co/bILTehObEw",sorry -PRON- buy rep tlaib tear -PRON- watch violence craziness importantly word far httpstcobiltehobew,[],45416,9.25185853854297e-18,0,0,2019,8,20,1566315752000000000,1566259200000.0
90,1163836348819750912,1,2019-08-20 15:33:03,"The LameStream Media is far beyond Fake News, they are treading in very dangerous territory! https://t.co/J60JgSFhcx",lamestream medium far beyond fake news treading dangerous territory httpstcojjgsfhcx,[],15494,-0.3333333333333333,0,1,2019,8,20,1566315183000000000,1566259200000.0
91,1163812000180387840,1,2019-08-20 13:56:18,Thank you! https://t.co/LANNJ7IfEl,thank httpstcolannjifel,[],14277,0.0,0,0,2019,8,20,1566309378000000000,1566259200000.0
92,1163811579785170945,1,2019-08-20 13:54:37,Just another disgruntled former employee who got fired for gross incompetence! https://t.co/63VhfqQwhx,another disgruntle former employee get fire gross incompetence httpstcovhfqqwhx,[],12664,0.0,0,0,2019,8,20,1566309277000000000,1566259200000.0
93,1163810691599470592,1,2019-08-20 13:51:06,"Ratings are way down, lost all credibility. Beautiful to watch! https://t.co/wO9npDQ2Ys",rating way lose credibility beautiful watch httpstcowonpdqys,[],11983,0.85,1,0,2019,8,20,1566309066000000000,1566259200000.0
94,1163809817208733701,1,2019-08-20 13:47:37,"Maria, despite all of their will and energy, it won’t work! https://t.co/qUTkERCfsv",maria despite energy work httpstcoqutkercfsv,[],10315,0.0,0,0,2019,8,20,1566308857000000000,1566259200000.0
95,1163808793127526402,1,2019-08-20 13:43:33,Thank you Mike! https://t.co/FBcd2OHS6G,thank mike httpstcofbcdohsg,[],7385,0.0,0,0,2019,8,20,1566308613000000000,1566259200000.0
96,1163808294986833925,1,2019-08-20 13:41:34,Two incredible people. I can’t believe they’re not working (few work harder)! https://t.co/tsh8KDS8Qs,two incredible people -PRON- believe work work harder httpstcotshkdsqs,[],8839,0.4,1,0,2019,8,20,1566308494000000000,1566259200000.0
97,1163804496939692033,1,2019-08-20 13:26:29,"The Fake and Corrupt Media is sooo bad for our Country, The Enemy of the People! https://t.co/GPiklem0u1",fake corrupt medium sooo bad country enemy people httpstcogpiklemu,[],12745,-0.5666666666666665,0,1,2019,8,20,1566307589000000000,1566259200000.0
98,1163801365455482882,1,2019-08-20 13:14:02,"Congratulations, Great Show! https://t.co/RrdFQuk99M",congratulation great show httpstcorrdfqukm,[],5027,0.8,1,0,2019,8,20,1566306842000000000,1566259200000.0
